SCI  hem1341m1020_sci_564_03.fits                       UVES.2011-03-13T06:46:41.217.fits  0.8  6250.00 55633.28242149 10.2 742.2 4684122
WAV  thar_wav_564_03_01.fits                            UVES.2011-03-13T08:31:59.877.fits  0.8    19.00 55633.35555413 10.2 742.0 4684122
ORD  thar_ord_564_03_01.fits                            UVES.2011-03-13T11:51:23.792.fits  1.2     7.50 55633.49402537 10.1 742.8 4684120
FMT  thar_fmt_564_03_01.fits                            UVES.2011-03-13T11:52:59.770.fits  0.7    18.00 55633.49513623 10.1 742.8 4684120
FLAT flat_cal_564_03_01.fits                            UVES.2011-03-13T14:05:08.938.fits  0.8    10.85 55633.58690900 10.1 743.6 4684120
FLAT flat_cal_564_03_02.fits                            UVES.2011-03-13T14:06:28.844.fits  0.8    10.85 55633.58783384 10.1 743.6 4684120
FLAT flat_cal_564_03_03.fits                            UVES.2011-03-13T14:07:47.801.fits  0.8    10.85 55633.58874770 10.1 743.6 4684120
FLAT flat_cal_564_03_04.fits                            UVES.2011-03-13T14:09:06.678.fits  0.8    10.85 55633.58966063 10.1 743.6 4684120
FLAT flat_cal_564_03_05.fits                            UVES.2011-03-13T14:10:25.745.fits  0.8    10.85 55633.59057575 10.1 743.5 4684120
BIAS bias_cal_564_03_01.fits                            UVES.2011-03-13T10:11:33.137.fits  0.0     0.00 55633.42468908  0.0   0.0 0
BIAS bias_cal_564_03_02.fits                            UVES.2011-03-13T10:12:19.930.fits  0.0     0.00 55633.42523067  0.0   0.0 0
BIAS bias_cal_564_03_03.fits                            UVES.2011-03-13T10:13:06.724.fits  0.0     0.00 55633.42577227  0.0   0.0 0
BIAS bias_cal_564_03_04.fits                            UVES.2011-03-13T10:13:53.518.fits  0.0     0.00 55633.42631387  0.0   0.0 0
BIAS bias_cal_564_03_05.fits                            UVES.2011-03-13T10:14:40.313.fits  0.0     0.00 55633.42685547  0.0   0.0 0
