SCI  hem1341m1020_sci_564_05.fits                       UVES.2012-03-23T06:09:56.251.fits  0.8  6250.00 56009.25690105 13.2 741.7 4684219
WAV  thar_wav_564_05_01.fits                            UVES.2012-03-23T07:55:16.190.fits  0.8    19.00 56009.33004850 13.2 741.6 4684219
ORD  thar_ord_564_05_01.fits                            UVES.2012-03-23T12:14:02.278.fits  1.2     7.50 56009.50974859 13.0 742.8 4684211
FMT  thar_fmt_564_05_01.fits                            UVES.2012-03-23T12:15:37.597.fits  0.7    18.00 56009.51085182 13.0 742.8 4684211
FLAT flat_cal_564_05_01.fits                            UVES.2012-03-23T13:27:59.323.fits  0.8    10.85 56009.56110328 13.0 743.3 4684211
FLAT flat_cal_564_05_02.fits                            UVES.2012-03-23T13:29:18.601.fits  0.8    10.85 56009.56202084 13.0 743.3 4684211
FLAT flat_cal_564_05_03.fits                            UVES.2012-03-23T13:30:37.758.fits  0.8    10.85 56009.56293701 13.0 743.3 4684211
FLAT flat_cal_564_05_04.fits                            UVES.2012-03-23T13:31:56.815.fits  0.8    10.85 56009.56385202 13.0 743.3 4684211
FLAT flat_cal_564_05_05.fits                            UVES.2012-03-23T13:33:16.052.fits  0.8    10.85 56009.56476912 13.0 743.3 4684211
BIAS bias_cal_564_05_01.fits                            UVES.2012-03-23T10:34:08.362.fits  0.0     0.00 56009.44037456  0.0   0.0 0
BIAS bias_cal_564_05_02.fits                            UVES.2012-03-23T10:34:55.156.fits  0.0     0.00 56009.44091616  0.0   0.0 0
BIAS bias_cal_564_05_03.fits                            UVES.2012-03-23T10:35:41.950.fits  0.0     0.00 56009.44145776  0.0   0.0 0
BIAS bias_cal_564_05_04.fits                            UVES.2012-03-23T10:36:28.745.fits  0.0     0.00 56009.44199936  0.0   0.0 0
BIAS bias_cal_564_05_05.fits                            UVES.2012-03-23T10:37:15.549.fits  0.0     0.00 56009.44254108  0.0   0.0 0
