SCI  hem1341m1020_sci_390_10.fits                       UVES.2012-04-01T05:05:19.026.fits  0.8  5000.00 56018.21202576 14.1 743.8 6004417
WAV  thar_wav_390_10_01.fits                            UVES.2012-04-01T06:29:47.448.fits  0.8    19.00 56018.27068806 14.1 743.4 6004417
ORD  thar_ord_390_10_01.fits                            UVES.2012-04-01T11:19:56.530.fits  1.2    38.27 56018.47218206 13.9 743.7 6004416
FMT  thar_fmt_390_10_01.fits                            UVES.2012-04-01T11:18:07.812.fits  0.7    20.37 56018.47092375 13.9 743.7 6004416
FLAT flat_cal_390_10_01.fits                            UVES.2012-04-01T11:22:01.800.fits  0.8    57.41 56018.47363195 13.9 743.7 6004416
FLAT flat_cal_390_10_02.fits                            UVES.2012-04-01T11:24:07.370.fits  0.8    57.41 56018.47508530 13.9 743.7 6004416
FLAT flat_cal_390_10_03.fits                            UVES.2012-04-01T11:26:13.000.fits  0.8    57.41 56018.47653935 13.9 743.7 6004416
FLAT flat_cal_390_10_04.fits                            UVES.2012-04-01T11:28:18.790.fits  0.8    57.41 56018.47799525 13.9 743.8 6004416
FLAT flat_cal_390_10_05.fits                            UVES.2012-04-01T11:30:22.990.fits  0.8    57.41 56018.47943275 13.9 743.8 6004416
BIAS bias_cal_390_10_01.fits                            UVES.2012-04-01T10:24:41.062.fits  0.0     0.00 56018.43380859  0.0   0.0 0
BIAS bias_cal_390_10_02.fits                            UVES.2012-04-01T10:25:26.646.fits  0.0     0.00 56018.43433618  0.0   0.0 0
BIAS bias_cal_390_10_03.fits                            UVES.2012-04-01T10:26:12.219.fits  0.0     0.00 56018.43486365  0.0   0.0 0
BIAS bias_cal_390_10_04.fits                            UVES.2012-04-01T10:26:57.803.fits  0.0     0.00 56018.43539124  0.0   0.0 0
BIAS bias_cal_390_10_05.fits                            UVES.2012-04-01T10:27:43.377.fits  0.0     0.00 56018.43591871  0.0   0.0 0
