 CENTRAL WAVELENGTH: 564
 BINNING: 1x1
 TOLERANCE:  0.065
 DEGREE: 6
 SEQ.NO  SPECTRAL  NO.LINES     STD.DEV.
          ORDER                   M/S
 ------  --------  --------    ---------
      1       132        10      29.9942
      2       131        27      27.8952
      3       130        33      34.4665
      4       129        24      22.7104
      5       128        22      31.1747
      6       127        27      33.9130
      7       126        34      40.6293
      8       125        32      39.4496
      9       124        20      32.0026
     10       123        33      42.1211
     11       122        35      38.2818
     12       121        38      38.7303
     13       120        25      39.4330
     14       119        19      43.4795
     15       118        22      38.7746
     16       117        26      36.8681
     17       116        18      43.4449
     18       115        23      43.2570
     19       114        19      38.6723
     20       113        19      46.0111
     21       112        13      51.6361
     22       111        17      50.9502
     23       110        22      38.3843
     24       109        15      30.0220
 ---------------------------------------
 TOTAL NUM. LINES:      573
 MEAN RMS RESIDUAL PER ORD:      38.0126
 MEAN LINES PER ORD:  23.88
 MEAN RMS RESIDUAL:              38.1554
