SCI  hem1341m1020_sci_390_03.fits                       UVES.2011-03-13T06:46:43.812.fits  0.8  6250.00 55633.28245153 10.5 742.2 6004395
WAV  thar_wav_390_03_01.fits                            UVES.2011-03-13T08:32:03.859.fits  0.8    19.00 55633.35560022 10.4 742.0 6004395
ORD  thar_ord_390_03_01.fits                            UVES.2011-03-13T11:21:47.773.fits  1.2    42.00 55633.47346959 10.4 742.5 6004395
FMT  thar_fmt_390_03_01.fits                            UVES.2011-03-13T11:23:56.502.fits  0.7    18.00 55633.47495951 10.4 742.5 6004395
FLAT flat_cal_390_03_01.fits                            UVES.2011-03-13T13:13:04.654.fits  0.8    57.41 55633.55074831 10.3 743.4 6004395
FLAT flat_cal_390_03_02.fits                            UVES.2011-03-13T13:15:10.314.fits  0.8    57.41 55633.55220271 10.3 743.4 6004395
FLAT flat_cal_390_03_03.fits                            UVES.2011-03-13T13:17:14.544.fits  0.8    57.41 55633.55364055 10.3 743.4 6004395
FLAT flat_cal_390_03_04.fits                            UVES.2011-03-13T13:19:18.813.fits  0.8    57.41 55633.55507885 10.3 743.4 6004395
FLAT flat_cal_390_03_05.fits                            UVES.2011-03-13T13:21:22.943.fits  0.8    57.41 55633.55651554 10.3 743.4 6004395
BIAS bias_cal_390_03_01.fits                            UVES.2011-03-13T10:03:46.204.fits  0.0     0.00 55633.41928477  0.0   0.0 0
BIAS bias_cal_390_03_02.fits                            UVES.2011-03-13T10:04:31.788.fits  0.0     0.00 55633.41981236  0.0   0.0 0
BIAS bias_cal_390_03_03.fits                            UVES.2011-03-13T10:05:17.361.fits  0.0     0.00 55633.42033983  0.0   0.0 0
BIAS bias_cal_390_03_04.fits                            UVES.2011-03-13T10:06:02.935.fits  0.0     0.00 55633.42086730  0.0   0.0 0
BIAS bias_cal_390_03_05.fits                            UVES.2011-03-13T10:06:48.508.fits  0.0     0.00 55633.42139477  0.0   0.0 0
