SCI  pg0117p213_sci_390_02.fits                         UVES.2010-11-01T02:40:52.243.fits  0.8  3300.00 55501.11171578 10.3 745.8 1093940
WAV  thar_wav_390_02_01.fits                            UVES.2010-11-01T03:36:59.025.fits  0.8    25.00 55501.15068316 10.4 745.6 1093940
ORD  thar_ord_390_02_01.fits                            UVES.2010-11-01T13:28:13.249.fits  1.2    38.27 55501.56126446 10.3 745.7 1093940
FMT  thar_fmt_390_02_01.fits                            UVES.2010-11-01T13:26:29.342.fits  0.7    16.67 55501.56006183 10.3 745.7 1093940
FLAT flat_cal_390_02_01.fits                            UVES.2010-11-01T13:30:17.519.fits  0.8    57.41 55501.56270277 10.3 745.7 1093940
FLAT flat_cal_390_02_02.fits                            UVES.2010-11-01T13:32:23.109.fits  0.8    57.41 55501.56415635 10.3 745.7 1093940
FLAT flat_cal_390_02_03.fits                            UVES.2010-11-01T13:34:27.178.fits  0.8    57.41 55501.56559234 10.3 745.9 1093940
FLAT flat_cal_390_02_04.fits                            UVES.2010-11-01T13:36:32.898.fits  0.8    57.41 55501.56704743 10.3 745.9 1093940
FLAT flat_cal_390_02_05.fits                            UVES.2010-11-01T13:38:38.367.fits  0.8    57.41 55501.56849962 10.3 745.9 1093940
BIAS bias_cal_390_02_01.fits                            UVES.2010-11-01T12:20:15.639.fits  0.0     0.00 55501.51406990  0.0   0.0 0
BIAS bias_cal_390_02_02.fits                            UVES.2010-11-01T12:21:01.222.fits  0.0     0.00 55501.51459748  0.0   0.0 0
BIAS bias_cal_390_02_03.fits                            UVES.2010-11-01T12:21:46.806.fits  0.0     0.00 55501.51512507  0.0   0.0 0
BIAS bias_cal_390_02_04.fits                            UVES.2010-11-01T12:22:32.389.fits  0.0     0.00 55501.51565265  0.0   0.0 0
BIAS bias_cal_390_02_05.fits                            UVES.2010-11-01T12:23:17.973.fits  0.0     0.00 55501.51618024  0.0   0.0 0
