SCI  pg0117p213_sci_390_01.fits                         UVES.2010-10-31T01:35:07.536.fits  0.8  3600.00 55500.06605945 10.1 743.6 1093939
WAV  thar_wav_390_01_01.fits                            UVES.2010-10-31T02:36:14.899.fits  0.8    25.00 55500.10850578 10.1 743.7 1093939
ORD  thar_ord_390_01_01.fits                            UVES.2010-10-31T10:40:00.546.fits  1.2    38.27 55500.44445076  9.9 743.4 1093938
FMT  thar_fmt_390_01_01.fits                            UVES.2010-10-31T10:38:16.536.fits  0.7    16.67 55500.44324694  9.9 743.4 1093938
FLAT flat_cal_390_01_01.fits                            UVES.2010-10-31T10:42:05.843.fits  0.8    57.41 55500.44590096  9.9 743.4 1093938
FLAT flat_cal_390_01_02.fits                            UVES.2010-10-31T10:44:11.622.fits  0.8    57.41 55500.44735674  9.9 743.5 1093938
FLAT flat_cal_390_01_03.fits                            UVES.2010-10-31T10:46:17.242.fits  0.8    57.41 55500.44881067  9.9 743.5 1093938
FLAT flat_cal_390_01_04.fits                            UVES.2010-10-31T10:48:22.882.fits  0.8    57.41 55500.45026484  9.9 743.5 1093938
FLAT flat_cal_390_01_05.fits                            UVES.2010-10-31T10:50:28.522.fits  0.8    57.41 55500.45171900  9.9 743.5 1093938
BIAS bias_cal_390_01_01.fits                            UVES.2010-10-31T09:36:01.745.fits  0.0     0.00 55500.40002020  0.0   0.0 0
BIAS bias_cal_390_01_02.fits                            UVES.2010-10-31T09:36:47.328.fits  0.0     0.00 55500.40054778  0.0   0.0 0
BIAS bias_cal_390_01_03.fits                            UVES.2010-10-31T09:37:32.902.fits  0.0     0.00 55500.40107525  0.0   0.0 0
BIAS bias_cal_390_01_04.fits                            UVES.2010-10-31T09:38:18.475.fits  0.0     0.00 55500.40160272  0.0   0.0 0
BIAS bias_cal_390_01_05.fits                            UVES.2010-10-31T09:39:04.048.fits  0.0     0.00 55500.40213019  0.0   0.0 0
