 CENTRAL WAVELENGTH: 390
 BINNING: 1x1
 TOLERANCE:  0.045
 DEGREE: 6
 SEQ.NO  SPECTRAL  NO.LINES     STD.DEV.
          ORDER                   M/S
 ------  --------  --------    ---------
      1       141         1       0.0000
      2       140         7      27.6651
      3       139         5      47.5744
      4       138         9      44.9699
      5       137         6      51.6743
      6       136        13      29.7326
      7       135        13      38.6158
      8       134        12      28.2199
      9       133        17      37.5293
     10       132        17      40.7715
     11       131        14      30.9635
     12       130        21      38.2208
     13       129        18      31.7438
     14       128        14      46.9640
     15       127        20      32.9978
     16       126        17      33.0241
     17       125        17      36.9848
     18       124        24      37.5919
     19       123        16      45.7903
     20       122        26      41.8038
     21       121        21      38.6411
     22       120        28      29.6063
     23       119        22      29.3296
     24       118        16      36.0519
     25       117        23      37.5399
     26       116        18      33.9890
     27       115        22      39.6138
     28       114        16      48.0658
     29       113        16      40.6006
     30       112        15      40.0280
     31       111        16      40.9503
     32       110        20      31.0633
     33       109        24      41.1953
     34       108        18      39.0423
     35       107        15      39.2598
     36       106        11      32.7638
     37       105        24      37.6494
     38       104        16      34.0194
     39       103         5      50.3011
 ---------------------------------------
 TOTAL NUM. LINES:      633
 MEAN RMS RESIDUAL PER ORD:      36.9884
 MEAN LINES PER ORD:  16.23
 MEAN RMS RESIDUAL:              37.5096
