 CENTRAL WAVELENGTH: 346
 BINNING: 1x1
 TOLERANCE:  0.055
 DEGREE: 5
 SEQ.NO  SPECTRAL  NO.LINES     STD.DEV.
          ORDER                   M/S
 ------  --------  --------    ---------
      1       152         0       0.0000
      2       151         0       0.0000
      3       150         0       0.0000
      4       149         0       0.0000
      5       148         0       0.0000
      6       147        12      37.6846
      7       146         2      17.6268
      8       145         4      42.0904
      9       144         8      49.7470
     10       143        12      37.5311
     11       142         8      50.0861
     12       141         6      27.9436
     13       140        10      34.0342
     14       139         7      28.6361
     15       138         9      32.5900
     16       137        11      47.3446
     17       136        13      45.0825
     18       135        19      40.2113
     19       134        15      43.1257
     20       133        20      42.6469
     21       132        23      41.7731
     22       131        16      32.5465
     23       130        17      54.4025
     24       129        22      37.5133
     25       128        17      41.7316
     26       127        27      35.5860
     27       126        19      46.7484
     28       125        22      50.1275
     29       124        21      48.4403
     30       123        26      40.0566
     31       122        26      40.8391
     32       121        16      51.3607
     33       120         3      67.5403
 ---------------------------------------
 TOTAL NUM. LINES:      411
 MEAN RMS RESIDUAL PER ORD:      40.1740
 MEAN LINES PER ORD:  12.45
 MEAN RMS RESIDUAL:              42.1653
