SCI  pg0117p213_sci_580_09.fits                         UVES.2010-11-03T04:39:03.781.fits  0.8  3300.00 55503.19379376 10.8 742.9 4690963
WAV  thar_wav_580_09_01.fits                            UVES.2010-11-03T05:35:11.684.fits  0.8    15.00 55503.23277412 10.8 742.6 4690963
ORD  thar_ord_580_09_01.fits                            UVES.2010-11-02T10:56:56.988.fits  1.2     7.23 55502.45621514 10.8 744.1 4690963
FMT  thar_fmt_580_09_01.fits                            UVES.2010-11-02T10:55:09.639.fits  0.7    17.75 55502.45497267 10.8 744.1 4690963
FLAT flat_cal_580_09_01.fits                            UVES.2010-11-02T11:03:48.424.fits  0.8    10.85 55502.46097713 10.8 744.1 4690963
FLAT flat_cal_580_09_02.fits                            UVES.2010-11-02T11:02:29.477.fits  0.8    10.85 55502.46006339 10.8 744.1 4690963
FLAT flat_cal_580_09_03.fits                            UVES.2010-11-02T11:01:10.811.fits  0.8    10.85 55502.45915290 10.8 744.1 4690963
FLAT flat_cal_580_09_04.fits                            UVES.2010-11-02T10:59:52.154.fits  0.8    10.85 55502.45824252 10.8 744.1 4690963
FLAT flat_cal_580_09_05.fits                            UVES.2010-11-02T10:58:33.146.fits  0.8    10.85 55502.45732808 10.8 744.1 4690963
BIAS bias_cal_580_09_01.fits                            UVES.2010-11-03T09:47:16.829.fits  0.0     0.00 55503.40783367  0.0   0.0 0
BIAS bias_cal_580_09_02.fits                            UVES.2010-11-03T09:48:03.552.fits  0.0     0.00 55503.40837445  0.0   0.0 0
BIAS bias_cal_580_09_03.fits                            UVES.2010-11-03T09:48:50.277.fits  0.0     0.00 55503.40891524  0.0   0.0 0
BIAS bias_cal_580_09_04.fits                            UVES.2010-11-03T09:49:37.010.fits  0.0     0.00 55503.40945613  0.0   0.0 0
BIAS bias_cal_580_09_05.fits                            UVES.2010-11-03T09:50:23.755.fits  0.0     0.00 55503.40999716  0.0   0.0 0
