 CENTRAL WAVELENGTH: 390
 BINNING: 1x1
 TOLERANCE:  0.045
 DEGREE: 6
 SEQ.NO  SPECTRAL  NO.LINES     STD.DEV.
          ORDER                   M/S
 ------  --------  --------    ---------
      1       141         2      41.6142
      2       140         6      36.0935
      3       139         9      40.3041
      4       138         9      36.8706
      5       137         8      30.8791
      6       136        10      30.4839
      7       135        15      44.2816
      8       134        12      43.4485
      9       133        20      39.9694
     10       132        18      31.1498
     11       131        14      38.7828
     12       130        22      42.3906
     13       129        19      35.2600
     14       128        15      35.1632
     15       127        21      31.4651
     16       126        14      30.9406
     17       125        14      39.2343
     18       124        20      34.3239
     19       123        21      46.3321
     20       122        27      40.0888
     21       121        19      36.5764
     22       120        29      33.8154
     23       119        22      32.1064
     24       118        20      42.7121
     25       117        20      37.8551
     26       116        18      37.9558
     27       115        21      40.0329
     28       114        16      34.6467
     29       113        14      46.3002
     30       112        15      35.8804
     31       111        15      35.0969
     32       110        20      33.6852
     33       109        26      39.4482
     34       108        15      34.4242
     35       107        16      39.3369
     36       106        11      42.4065
     37       105        23      35.3704
     38       104        16      29.0490
     39       103         6      23.4341
 ---------------------------------------
 TOTAL NUM. LINES:      638
 MEAN RMS RESIDUAL PER ORD:      36.9028
 MEAN LINES PER ORD:  16.36
 MEAN RMS RESIDUAL:              37.2037
