 CENTRAL WAVELENGTH: 390
 BINNING: 1x1
 TOLERANCE:  0.045
 DEGREE: 6
 SEQ.NO  SPECTRAL  NO.LINES     STD.DEV.
          ORDER                   M/S
 ------  --------  --------    ---------
      1       142         1       0.0000
      2       141         1       0.0000
      3       140         6      56.1343
      4       139         9      42.9873
      5       138         7      25.3703
      6       137         7      42.0575
      7       136        13      39.3226
      8       135        13      28.2671
      9       134        12      33.0060
     10       133        17      36.1548
     11       132        18      32.4842
     12       131        14      44.0891
     13       130        15      28.8227
     14       129        19      37.6936
     15       128        13      35.8018
     16       127        21      36.3889
     17       126        14      28.6872
     18       125        15      36.5129
     19       124        23      40.2707
     20       123        16      41.9457
     21       122        26      44.6631
     22       121        21      40.7773
     23       120        26      39.2920
     24       119        27      36.0900
     25       118        17      39.3659
     26       117        24      37.8248
     27       116        16      41.2189
     28       115        20      36.2262
     29       114        16      39.7301
     30       113        15      39.1702
     31       112        14      35.8191
     32       111        19      34.9901
     33       110        22      37.1125
     34       109        24      39.7627
     35       108        15      40.7548
     36       107        14      36.3789
     37       106        13      39.1916
     38       105        18      34.1515
     39       104        17      27.4283
     40       103         4      23.2349
 ---------------------------------------
 TOTAL NUM. LINES:      622
 MEAN RMS RESIDUAL PER ORD:      35.2295
 MEAN LINES PER ORD:  15.55
 MEAN RMS RESIDUAL:              37.3226
