 CENTRAL WAVELENGTH: 580
 BINNING: 1x1
 TOLERANCE:  0.055
 DEGREE: 6
 SEQ.NO  SPECTRAL  NO.LINES     STD.DEV.
          ORDER                   M/S
 ------  --------  --------    ---------
      1       128         4      12.4578
      2       127        24      26.0704
      3       126        25      19.4133
      4       125        21      24.2072
      5       124        21      30.7863
      6       123        29      26.7240
      7       122        31      29.3665
      8       121        32      30.2540
      9       120        31      32.3054
     10       119        22      19.9541
     11       118        26      35.4612
     12       117        25      28.6951
     13       116        25      30.6625
     14       115        32      25.4997
     15       114        36      23.2363
     16       113        38      31.0313
     17       112        25      38.5745
     18       111        30      28.6912
     19       110        34      26.8846
     20       109        27      31.8826
     21       108        24      36.7081
     22       107        38      28.5786
     23       106        16      34.9071
 ---------------------------------------
 TOTAL NUM. LINES:      616
 MEAN RMS RESIDUAL PER ORD:      28.3631
 MEAN LINES PER ORD:  26.78
 MEAN RMS RESIDUAL:              29.5941
