 CENTRAL WAVELENGTH: 437
 BINNING: 1x1
 TOLERANCE:  0.045
 DEGREE: 6
 SEQ.NO  SPECTRAL  NO.LINES     STD.DEV.
          ORDER                   M/S
 ------  --------  --------    ---------
      1       124         5      13.2669
      2       123        10      40.8311
      3       122        15      30.2334
      4       121         6      36.5271
      5       120        16      38.7829
      6       119        16      34.7019
      7       118        11      36.2508
      8       117        18      39.8634
      9       116        16      35.3171
     10       115        14      41.7996
     11       114        16      41.3296
     12       113         9      38.6705
     13       112        11      46.3913
     14       111        11      38.3771
     15       110        13      29.2733
     16       109        25      31.6556
     17       108        13      22.8606
     18       107        15      40.4991
     19       106        14      42.2880
     20       105        17      30.3019
     21       104        18      42.4229
     22       103        10      31.4710
     23       102        17      44.7245
     24       101        17      40.7586
     25       100         9      35.0414
     26        99        18      35.6819
     27        98        16      37.8618
     28        97        16      31.9557
     29        96        15      42.1118
     30        95        11      29.3001
     31        94        12      34.5397
 ---------------------------------------
 TOTAL NUM. LINES:      430
 MEAN RMS RESIDUAL PER ORD:      35.9707
 MEAN LINES PER ORD:  13.87
 MEAN RMS RESIDUAL:              36.6789
