 CENTRAL WAVELENGTH: 760
 BINNING: 1x1
 TOLERANCE:  0.070
 DEGREE: 5
 SEQ.NO  SPECTRAL  NO.LINES     STD.DEV.
          ORDER                   M/S
 ------  --------  --------    ---------
      1       107         6      24.0754
      2       106        15      28.3994
      3       105        25      30.1307
      4       104        25      32.0012
      5       103        25      41.2493
      6       102        29      32.1156
      7       101        34      32.4147
      8       100        29      24.2608
      9        99        22      33.9179
     10        98        27      30.3634
     11        97        35      33.9410
     12        96        36      40.6929
     13        95        22      31.7130
     14        94        21      32.0869
     15        93        24      41.2282
     16        92        33      40.5868
     17        91        39      29.6540
     18        90        31      34.2412
     19        89        25      33.1664
     20        88        16      41.6425
     21        87        33      42.0744
     22        86        28      36.9779
     23        85        25      35.5085
     24        84        17      29.8649
     25        83        19      38.7348
     26        82        22      35.4590
     27        81         9      29.2585
 ---------------------------------------
 TOTAL NUM. LINES:      672
 MEAN RMS RESIDUAL PER ORD:      33.9170
 MEAN LINES PER ORD:  24.89
 MEAN RMS RESIDUAL:              35.0341
