 CENTRAL WAVELENGTH: 390
 BINNING: 1x1
 TOLERANCE:  0.045
 DEGREE: 6
 SEQ.NO  SPECTRAL  NO.LINES     STD.DEV.
          ORDER                   M/S
 ------  --------  --------    ---------
      1       141         1       0.0000
      2       140         6      28.7078
      3       139         3      25.1771
      4       138         9      33.5104
      5       137         5      55.0273
      6       136        10      40.1947
      7       135        15      36.2103
      8       134        15      46.1990
      9       133        18      40.4862
     10       132        17      40.6904
     11       131        11      33.9239
     12       130        20      49.2141
     13       129        23      47.4168
     14       128        11      39.3655
     15       127        19      38.0522
     16       126        16      30.7494
     17       125        14      31.8965
     18       124        22      39.7382
     19       123        15      42.3265
     20       122        26      30.9652
     21       121        23      37.6503
     22       120        26      39.2981
     23       119        22      31.1525
     24       118        22      38.2408
     25       117        21      42.7894
     26       116        13      32.4277
     27       115        21      43.3310
     28       114        19      36.3633
     29       113        12      24.9487
     30       112        12      38.0849
     31       111        18      33.5456
     32       110        30      37.4559
     33       109        26      32.1036
     34       108        14      41.2977
     35       107        15      39.0258
     36       106        11      34.8890
     37       105        20      29.4528
     38       104         0       0.0000
     39       103         0       0.0000
 ---------------------------------------
 TOTAL NUM. LINES:      601
 MEAN RMS RESIDUAL PER ORD:      35.3134
 MEAN LINES PER ORD:  15.41
 MEAN RMS RESIDUAL:              38.1574
