SCI  he2217m2818_sci_760_07.fits                        UVES.2010-06-17T07:56:53.255.fits  0.8  4000.00 55364.33117193  8.1 741.1 557871
WAV  thar_wav_760_07_01.fits                            UVES.2010-06-17T10:12:35.937.fits  0.8     5.00 55364.42541594  8.1 740.9 557869
ORD  thar_ord_760_07_01.fits                            UVES.2010-06-17T14:24:59.953.fits  1.2    13.15 55364.60069390  8.1 742.4 557869
FMT  thar_fmt_760_07_01.fits                            UVES.2010-06-17T14:23:24.735.fits  0.7     4.93 55364.59959184  8.1 742.4 557869
FLAT flat_cal_760_07_01.fits                            UVES.2010-06-17T14:37:06.995.fits  0.8    19.72 55364.60910874  8.1 742.5 557869
FLAT flat_cal_760_07_02.fits                            UVES.2010-06-17T14:38:35.093.fits  0.8    19.72 55364.61012839  8.1 742.5 557869
FLAT flat_cal_760_07_03.fits                            UVES.2010-06-17T14:40:03.151.fits  0.8    19.72 55364.61114758  8.1 742.5 557869
FLAT flat_cal_760_07_04.fits                            UVES.2010-06-17T14:41:31.098.fits  0.8    19.72 55364.61216549  8.1 742.5 557869
FLAT flat_cal_760_07_05.fits                            UVES.2010-06-17T14:42:58.986.fits  0.8    19.72 55364.61318271  8.1 742.5 557869
BIAS bias_cal_760_07_01.fits                            UVES.2010-06-17T10:14:10.505.fits  0.0     0.00 55364.42651048  0.0   0.0 0
BIAS bias_cal_760_07_02.fits                            UVES.2010-06-17T10:14:57.299.fits  0.0     0.00 55364.42705207  0.0   0.0 0
BIAS bias_cal_760_07_03.fits                            UVES.2010-06-17T10:15:44.093.fits  0.0     0.00 55364.42759367  0.0   0.0 0
BIAS bias_cal_760_07_04.fits                            UVES.2010-06-17T10:16:30.887.fits  0.0     0.00 55364.42813527  0.0   0.0 0
BIAS bias_cal_760_07_05.fits                            UVES.2010-06-17T10:17:17.681.fits  0.0     0.00 55364.42867686  0.0   0.0 0
