 CENTRAL WAVELENGTH: 760
 BINNING: 1x1
 TOLERANCE:  0.065
 DEGREE: 5
 SEQ.NO  SPECTRAL  NO.LINES     STD.DEV.
          ORDER                   M/S
 ------  --------  --------    ---------
      1       107         7      17.8161
      2       106        16      28.9757
      3       105        23      31.4911
      4       104        24      32.4655
      5       103        23      32.3658
      6       102        28      37.5576
      7       101        32      32.1562
      8       100        29      32.1486
      9        99        20      40.0581
     10        98        25      29.9648
     11        97        37      33.1367
     12        96        33      39.2641
     13        95        25      37.8131
     14        94        19      26.0552
     15        93        22      49.1371
     16        92        35      37.8742
     17        91        40      29.1953
     18        90        28      36.2914
     19        89        25      35.1738
     20        88        16      32.0290
     21        87        30      38.5386
     22        86        29      38.6731
     23        85        22      29.3812
     24        84        15      25.9686
     25        83        19      38.9983
     26        82        19      33.0515
     27        81        10      40.5941
 ---------------------------------------
 TOTAL NUM. LINES:      651
 MEAN RMS RESIDUAL PER ORD:      33.9324
 MEAN LINES PER ORD:  24.11
 MEAN RMS RESIDUAL:              34.4311
