 CENTRAL WAVELENGTH: 390
 BINNING: 1x1
 TOLERANCE:  0.045
 DEGREE: 6
 SEQ.NO  SPECTRAL  NO.LINES     STD.DEV.
          ORDER                   M/S
 ------  --------  --------    ---------
      1       141         3      27.7229
      2       140         5      36.3701
      3       139         7      39.5688
      4       138         8      33.9416
      5       137         9      45.7901
      6       136         8      40.1934
      7       135        12      26.8603
      8       134        12      33.2034
      9       133        14      37.4856
     10       132        17      37.2108
     11       131        12      36.4778
     12       130        19      44.8098
     13       129        16      47.0633
     14       128        11      35.4724
     15       127        19      33.1613
     16       126        12      27.5803
     17       125        14      49.3121
     18       124        21      36.0783
     19       123        16      38.1316
     20       122        23      35.0872
     21       121        18      36.7393
     22       120        22      37.6123
     23       119        21      39.6999
     24       118        14      37.1649
     25       117        21      37.7145
     26       116        18      34.3189
     27       115        19      44.1131
     28       114        23      43.2256
     29       113        13      42.0003
     30       112        12      37.1846
     31       111        19      35.5023
     32       110        23      40.6049
     33       109        25      36.0832
     34       108        15      30.2605
     35       107        15      30.5831
     36       106        12      39.2223
     37       105        23      32.5502
     38       104        15      34.8206
     39       103         3      15.0793
 ---------------------------------------
 TOTAL NUM. LINES:      589
 MEAN RMS RESIDUAL PER ORD:      36.5641
 MEAN LINES PER ORD:  15.10
 MEAN RMS RESIDUAL:              37.4201
