 CENTRAL WAVELENGTH: 580
 BINNING: 1x1
 TOLERANCE:  0.055
 DEGREE: 6
 SEQ.NO  SPECTRAL  NO.LINES     STD.DEV.
          ORDER                   M/S
 ------  --------  --------    ---------
      1       128         3      18.8038
      2       127        21      20.6939
      3       126        19      18.9388
      4       125        23      20.0277
      5       124        16      34.3454
      6       123        25      23.7843
      7       122        28      32.8447
      8       121        34      31.6552
      9       120        26      32.9220
     10       119        19      32.3939
     11       118        26      38.5952
     12       117        25      29.8551
     13       116        25      24.9471
     14       115        28      33.7495
     15       114        33      22.7402
     16       113        28      27.9017
     17       112        24      31.7242
     18       111        25      31.5960
     19       110        32      30.5962
     20       109        24      27.9917
     21       108        17      33.1302
     22       107        35      29.8306
     23       106        16      23.9801
 ---------------------------------------
 TOTAL NUM. LINES:      552
 MEAN RMS RESIDUAL PER ORD:      28.3934
 MEAN LINES PER ORD:  24.00
 MEAN RMS RESIDUAL:              29.3913
