 CENTRAL WAVELENGTH: 437
 BINNING: 1x1
 TOLERANCE:  0.040
 DEGREE: 6
 SEQ.NO  SPECTRAL  NO.LINES     STD.DEV.
          ORDER                   M/S
 ------  --------  --------    ---------
      1       124         4      28.4293
      2       123        11      34.2602
      3       122        13      28.3139
      4       121         7      30.0387
      5       120        17      36.2133
      6       119        15      33.6520
      7       118        12      35.3611
      8       117        17      36.9556
      9       116        13      32.8227
     10       115        13      38.3927
     11       114        14      34.3864
     12       113         8      33.2633
     13       112         7      27.3952
     14       111        13      34.9012
     15       110        11      31.6757
     16       109        25      30.0301
     17       108        13      25.1116
     18       107        17      39.2190
     19       106        13      42.6859
     20       105        17      29.9267
     21       104        19      37.7990
     22       103        11      31.0438
     23       102        15      35.8988
     24       101        18      26.9871
     25       100        10      40.4775
     26        99        16      22.8976
     27        98        16      31.8286
     28        97        15      31.2416
     29        96        11      38.7581
     30        95        11      25.9927
     31        94        11      30.3108
 ---------------------------------------
 TOTAL NUM. LINES:      413
 MEAN RMS RESIDUAL PER ORD:      32.7829
 MEAN LINES PER ORD:  13.32
 MEAN RMS RESIDUAL:              33.1094
