 CENTRAL WAVELENGTH: 580
 BINNING: 1x1
 TOLERANCE:  0.055
 DEGREE: 6
 SEQ.NO  SPECTRAL  NO.LINES     STD.DEV.
          ORDER                   M/S
 ------  --------  --------    ---------
      1       128         6      18.3617
      2       127        26      25.6342
      3       126        26      26.5624
      4       125        23      28.8013
      5       124        22      34.0949
      6       123        26      28.0987
      7       122        31      25.6970
      8       121        33      27.9703
      9       120        29      33.1374
     10       119        22      27.0759
     11       118        28      36.8731
     12       117        26      31.7649
     13       116        27      27.9849
     14       115        30      29.3807
     15       114        36      27.1896
     16       113        36      31.6800
     17       112        24      29.9027
     18       111        32      31.2485
     19       110        33      27.9465
     20       109        21      30.3605
     21       108        18      33.9994
     22       107        33      35.4694
     23       106        16      24.4048
 ---------------------------------------
 TOTAL NUM. LINES:      604
 MEAN RMS RESIDUAL PER ORD:      29.2886
 MEAN LINES PER ORD:  26.26
 MEAN RMS RESIDUAL:              29.9885
