 CENTRAL WAVELENGTH: 437
 BINNING: 1x1
 TOLERANCE:  0.040
 DEGREE: 6
 SEQ.NO  SPECTRAL  NO.LINES     STD.DEV.
          ORDER                   M/S
 ------  --------  --------    ---------
      1       124         4      23.1630
      2       123        11      27.1053
      3       122        15      36.9100
      4       121        11      33.8998
      5       120        14      23.4643
      6       119        12      26.7394
      7       118        11      32.4371
      8       117        18      34.1737
      9       116        12      30.7547
     10       115        13      31.5837
     11       114        15      30.4723
     12       113         7      43.0521
     13       112         7      35.9818
     14       111         9      30.5284
     15       110        13      30.7259
     16       109        23      32.4888
     17       108        14      37.2660
     18       107        13      36.3566
     19       106        13      41.9237
     20       105        18      30.8116
     21       104        18      38.3351
     22       103        10      37.9779
     23       102        14      36.1558
     24       101        18      28.8624
     25       100         9      26.8301
     26        99        17      28.2100
     27        98        17      36.6167
     28        97        15      36.5620
     29        96        10      31.3913
     30        95        10      18.9212
     31        94        10      28.1707
 ---------------------------------------
 TOTAL NUM. LINES:      401
 MEAN RMS RESIDUAL PER ORD:      32.1894
 MEAN LINES PER ORD:  12.94
 MEAN RMS RESIDUAL:              33.1106
