 CENTRAL WAVELENGTH: 760
 BINNING: 1x1
 TOLERANCE:  0.065
 DEGREE: 5
 SEQ.NO  SPECTRAL  NO.LINES     STD.DEV.
          ORDER                   M/S
 ------  --------  --------    ---------
      1       107         6      34.4580
      2       106        16      33.3334
      3       105        25      33.0577
      4       104        25      28.5658
      5       103        26      31.9650
      6       102        31      33.7085
      7       101        33      31.4498
      8       100        30      26.7002
      9        99        22      37.3278
     10        98        25      26.9290
     11        97        35      36.0442
     12        96        33      38.1602
     13        95        23      32.2928
     14        94        22      35.7146
     15        93        24      44.2604
     16        92        28      43.4133
     17        91        35      30.8524
     18        90        23      35.1254
     19        89        21      32.4080
     20        88        14      38.4926
     21        87        20      35.0056
     22        86        21      41.9818
     23        85        18      33.8965
     24        84        13      31.7611
     25        83        20      40.9056
     26        82        19      34.0062
     27        81         9      42.4628
 ---------------------------------------
 TOTAL NUM. LINES:      617
 MEAN RMS RESIDUAL PER ORD:      34.9733
 MEAN LINES PER ORD:  22.85
 MEAN RMS RESIDUAL:              34.6978
