SCI  he2217m2818_sci_437_08.fits                        UVES.2010-06-17T09:04:51.584.fits  0.8  4000.00 55364.37837482  8.3 741.1 1079341
WAV  thar_wav_437_08_01.fits                            UVES.2010-06-17T10:12:38.343.fits  0.8    25.00 55364.42544379  8.3 740.9 1079341
ORD  thar_ord_437_08_01.fits                            UVES.2010-06-17T13:02:50.201.fits  1.2    38.27 55364.54363658  8.3 741.9 1079340
FMT  thar_fmt_437_08_01.fits                            UVES.2010-06-17T13:01:06.592.fits  0.7    16.67 55364.54243741  8.3 741.9 1079340
FLAT flat_cal_437_08_01.fits                            UVES.2010-06-17T13:23:35.633.fits  0.8    57.41 55364.55805131  8.3 742.1 1079340
FLAT flat_cal_437_08_02.fits                            UVES.2010-06-17T13:25:39.882.fits  0.8    57.41 55364.55948938  8.3 742.1 1079340
FLAT flat_cal_437_08_03.fits                            UVES.2010-06-17T13:27:45.612.fits  0.8    57.41 55364.56094458  8.3 742.1 1079340
FLAT flat_cal_437_08_04.fits                            UVES.2010-06-17T13:29:51.221.fits  0.8    57.41 55364.56239839  8.3 742.1 1079340
FLAT flat_cal_437_08_05.fits                            UVES.2010-06-17T13:31:56.850.fits  0.8    57.41 55364.56385243  8.3 742.2 1079340
BIAS bias_cal_437_08_01.fits                            UVES.2010-06-17T11:11:59.475.fits  0.0     0.00 55364.46666059  0.0   0.0 0
BIAS bias_cal_437_08_02.fits                            UVES.2010-06-17T11:12:45.059.fits  0.0     0.00 55364.46718818  0.0   0.0 0
BIAS bias_cal_437_08_03.fits                            UVES.2010-06-17T11:13:30.632.fits  0.0     0.00 55364.46771565  0.0   0.0 0
BIAS bias_cal_437_08_04.fits                            UVES.2010-06-17T11:14:16.206.fits  0.0     0.00 55364.46824312  0.0   0.0 0
BIAS bias_cal_437_08_05.fits                            UVES.2010-06-17T11:15:01.779.fits  0.0     0.00 55364.46877059  0.0   0.0 0
