 CENTRAL WAVELENGTH: 437
 BINNING: 1x1
 TOLERANCE:  0.045
 DEGREE: 6
 SEQ.NO  SPECTRAL  NO.LINES     STD.DEV.
          ORDER                   M/S
 ------  --------  --------    ---------
      1       124         3      13.8845
      2       123        10      32.3077
      3       122        16      38.4340
      4       121        11      35.6217
      5       120        15      25.6594
      6       119        14      24.3665
      7       118        12      27.3897
      8       117        19      34.9164
      9       116        15      32.0966
     10       115        17      33.9305
     11       114        14      35.8332
     12       113         8      35.6403
     13       112         9      26.3709
     14       111        11      41.4154
     15       110        16      29.7237
     16       109        26      40.1508
     17       108        16      33.3695
     18       107        17      36.9457
     19       106        13      34.8429
     20       105        19      30.4873
     21       104        21      41.4654
     22       103        13      42.4017
     23       102        16      37.4898
     24       101        19      27.7214
     25       100         9      33.4377
     26        99        18      22.2821
     27        98        16      30.8531
     28        97        17      35.2856
     29        96        16      31.6477
     30        95        12      41.9079
     31        94        13      27.6061
 ---------------------------------------
 TOTAL NUM. LINES:      451
 MEAN RMS RESIDUAL PER ORD:      32.7576
 MEAN LINES PER ORD:  14.55
 MEAN RMS RESIDUAL:              34.4835
