SCI  he2217m2818_sci_390_05.fits                        UVES.2010-06-15T05:58:25.934.fits  0.8  4000.00 55362.24891127  9.3 742.7 1093935
WAV  thar_wav_390_05_01.fits                            UVES.2010-06-15T05:57:05.169.fits  0.8    25.00 55362.24797649  9.4 743.0 1093935
ORD  thar_ord_390_05_01.fits                            UVES.2010-06-16T12:09:16.057.fits  1.2    38.27 55363.50643585  7.8 743.2 1093926
FMT  thar_fmt_390_05_01.fits                            UVES.2010-06-16T12:07:32.300.fits  0.7    16.67 55363.50523495  7.8 743.2 1093926
FLAT flat_cal_390_05_01.fits                            UVES.2010-06-16T12:30:01.290.fits  0.8    57.41 55363.52084826  7.8 743.2 1093926
FLAT flat_cal_390_05_02.fits                            UVES.2010-06-16T12:32:07.089.fits  0.8    57.41 55363.52230427  7.8 743.3 1093926
FLAT flat_cal_390_05_03.fits                            UVES.2010-06-16T12:34:11.178.fits  0.8    57.41 55363.52374049  7.8 743.3 1093926
FLAT flat_cal_390_05_04.fits                            UVES.2010-06-16T12:36:16.887.fits  0.8    57.41 55363.52519545  7.8 743.3 1093926
FLAT flat_cal_390_05_05.fits                            UVES.2010-06-16T12:38:22.716.fits  0.8    57.41 55363.52665181  7.8 743.3 1093926
BIAS bias_cal_390_05_01.fits                            UVES.2010-06-15T11:18:16.500.fits  0.0     0.00 55362.47102430  0.0   0.0 0
BIAS bias_cal_390_05_02.fits                            UVES.2010-06-15T11:19:02.083.fits  0.0     0.00 55362.47155189  0.0   0.0 0
BIAS bias_cal_390_05_03.fits                            UVES.2010-06-15T11:19:47.666.fits  0.0     0.00 55362.47207947  0.0   0.0 0
BIAS bias_cal_390_05_04.fits                            UVES.2010-06-15T11:20:33.250.fits  0.0     0.00 55362.47260706  0.0   0.0 0
BIAS bias_cal_390_05_05.fits                            UVES.2010-06-15T11:21:18.823.fits  0.0     0.00 55362.47313453  0.0   0.0 0
