 CENTRAL WAVELENGTH: 437
 BINNING: 1x1
 TOLERANCE:  0.045
 DEGREE: 6
 SEQ.NO  SPECTRAL  NO.LINES     STD.DEV.
          ORDER                   M/S
 ------  --------  --------    ---------
      1       124         6      21.1695
      2       123        11      29.3104
      3       122        14      35.7407
      4       121        11      45.0563
      5       120        15      23.0121
      6       119        14      22.5280
      7       118        13      34.2915
      8       117        18      35.3022
      9       116        13      31.8840
     10       115        17      33.3662
     11       114        16      41.4424
     12       113         8      39.0655
     13       112         9      27.9843
     14       111         9      43.2741
     15       110        17      33.5746
     16       109        27      41.2981
     17       108        15      33.8798
     18       107        16      38.8549
     19       106        15      42.5858
     20       105        18      30.8979
     21       104        22      42.2462
     22       103        14      44.8837
     23       102        18      41.0856
     24       101        19      32.8588
     25       100         8      32.6219
     26        99        18      22.8626
     27        98        15      32.4467
     28        97        16      29.8539
     29        96        16      33.0794
     30        95        12      38.3145
     31        94        13      28.1101
 ---------------------------------------
 TOTAL NUM. LINES:      453
 MEAN RMS RESIDUAL PER ORD:      34.2865
 MEAN LINES PER ORD:  14.61
 MEAN RMS RESIDUAL:              35.5024
